name,url,id
Mr. Don,https://open.spotify.com/artist/12YP3RGVLp3c36Zi6lFRtR,12YP3RGVLp3c36Zi6lFRtR
DJ Khalid,https://open.spotify.com/artist/5Jzy4kcxChcbcL2Z6QQRUI,5Jzy4kcxChcbcL2Z6QQRUI
Daniel Santacruz,https://open.spotify.com/artist/4tLUnrSgMM7tT0zVs3wX61,4tLUnrSgMM7tT0zVs3wX61
Jhonny Evidence,https://open.spotify.com/artist/7EndqnY5tR0pzhbVFJr5Zy,7EndqnY5tR0pzhbVFJr5Zy
Karlos Rosé,https://open.spotify.com/artist/6FQPrGwEepUrGKbzD3Zeib,6FQPrGwEepUrGKbzD3Zeib
JR,https://open.spotify.com/artist/3XH9HjOmomIwvkGpYRKIGl,3XH9HjOmomIwvkGpYRKIGl
Johnny Sky,https://open.spotify.com/artist/3EVZsBWq5KqdtS6eVNHN8d,3EVZsBWq5KqdtS6eVNHN8d
Luis Segura,https://open.spotify.com/artist/3xgpQ8RHWeHY9ARr9xkOpp,3xgpQ8RHWeHY9ARr9xkOpp
Juan Luis Guerra 4.40,https://open.spotify.com/artist/3nlpTZci9O5W8RsNoNH559,3nlpTZci9O5W8RsNoNH559
Grupo Extra,https://open.spotify.com/artist/4L5SLCIDWPPNGzrLraYCOS,4L5SLCIDWPPNGzrLraYCOS
Prince Royce,https://open.spotify.com/artist/3MHaV05u0io8fQbZ2XPtlC,3MHaV05u0io8fQbZ2XPtlC
Romeo Santos,https://open.spotify.com/artist/5lwmRuXgjX8xIwlnauTZIP,5lwmRuXgjX8xIwlnauTZIP
Aventura,https://open.spotify.com/artist/1qto4hHid1P71emI6Fd8xi,1qto4hHid1P71emI6Fd8xi
Kewin Cosmos,https://open.spotify.com/artist/1nf6gLEC45OmoJFIxU7aUT,1nf6gLEC45OmoJFIxU7aUT
"Héctor Acosta ""El Torito""",https://open.spotify.com/artist/4TCAAIMmeZXCTVlHUsicOn,4TCAAIMmeZXCTVlHUsicOn
Raulin Rodriguez,https://open.spotify.com/artist/5rvaaWutd0gsbc2iMNo9k5,5rvaaWutd0gsbc2iMNo9k5
Luis Vargas,https://open.spotify.com/artist/6Mjbr8K3MiiRMqmFIB4zWq,6Mjbr8K3MiiRMqmFIB4zWq
El Chaval de la Bachata,https://open.spotify.com/artist/4RnIr0AAau1SBJMbjJ9poC,4RnIr0AAau1SBJMbjJ9poC
Lirow,https://open.spotify.com/artist/7DstIz9YAYYupeK7r5tbbs,7DstIz9YAYYupeK7r5tbbs
Bachata Heightz,https://open.spotify.com/artist/5zvRX0y0JYtGOmGJwLwyIL,5zvRX0y0JYtGOmGJwLwyIL
Yoskar Sarante,https://open.spotify.com/artist/5VcamBo0Goh74iFQDqj6Q4,5VcamBo0Goh74iFQDqj6Q4
El Varon de la bachata,https://open.spotify.com/artist/3VYBdLlzLcwpbLHNhcxpoV,3VYBdLlzLcwpbLHNhcxpoV
Toby Love,https://open.spotify.com/artist/72R3RMGmSmzG57R7OUaDaN,72R3RMGmSmzG57R7OUaDaN
Frank Reyes,https://open.spotify.com/artist/4vQV1LCGBdYAt5rIIPjSFZ,4vQV1LCGBdYAt5rIIPjSFZ
Elvis Martinez,https://open.spotify.com/artist/66U02qGDesTqZImnLSiYeE,66U02qGDesTqZImnLSiYeE
Daniel Simo,https://open.spotify.com/artist/4HZGfCiVVgfmaKlvyIF65k,4HZGfCiVVgfmaKlvyIF65k
Joe Veras,https://open.spotify.com/artist/3pbg6hZGMHg6G5TiuCh21K,3pbg6hZGMHg6G5TiuCh21K
Anthony Santos,https://open.spotify.com/artist/06TVTkMAOR935MhkjX0i2A,06TVTkMAOR935MhkjX0i2A
Judy Santos,https://open.spotify.com/artist/1seU2dut8PjGSZbgrPl7by,1seU2dut8PjGSZbgrPl7by
Ralphy Dreamz,https://open.spotify.com/artist/5elxYg57OGXnqXm6wZDmvm,5elxYg57OGXnqXm6wZDmvm
El Jeffrey,https://open.spotify.com/artist/0WfG4KbWJJoxomK5HH1kSX,0WfG4KbWJJoxomK5HH1kSX
Xtreme,https://open.spotify.com/artist/47bVt95bvBMpmJFWoyhH0C,47bVt95bvBMpmJFWoyhH0C
Alex Bueno,https://open.spotify.com/artist/7esCoLcCoCK7FPa9casAH4,7esCoLcCoCK7FPa9casAH4
Domenic Marte,https://open.spotify.com/artist/7EXwl78TqHmZ78cV3sc37C,7EXwl78TqHmZ78cV3sc37C
Teodoro Reyes,https://open.spotify.com/artist/2ElpWA67jmhM6LrDav4Jcy,2ElpWA67jmhM6LrDav4Jcy
Andrw John,https://open.spotify.com/artist/2F1UtPwrswl2pB8crCifIm,2F1UtPwrswl2pB8crCifIm
Marino Castellanos,https://open.spotify.com/artist/5ldlRSivvEgLKIUlrSX3Dz,5ldlRSivvEgLKIUlrSX3Dz
Vicente Garcia,https://open.spotify.com/artist/2Otnykd696YidQYfEGVmNq,2Otnykd696YidQYfEGVmNq
Zacarias Ferreira,https://open.spotify.com/artist/1LKPL2O3vA3ozNsmshDg3o,1LKPL2O3vA3ozNsmshDg3o
Monchy & Alexandra,https://open.spotify.com/artist/3rs3EOlJ8jyPpdGiQ9Mhub,3rs3EOlJ8jyPpdGiQ9Mhub
Kiko Rodriguez,https://open.spotify.com/artist/1YYp1qwJ7EAitFINQ7gOKV,1YYp1qwJ7EAitFINQ7gOKV
Juan Bautista,https://open.spotify.com/artist/1HT6moiiAuK2vQYbMlzR90,1HT6moiiAuK2vQYbMlzR90
Vikina,https://open.spotify.com/artist/0acSKGMIRsorWH3cQd5JrE,0acSKGMIRsorWH3cQd5JrE
Leonardo Paniagua,https://open.spotify.com/artist/3Kml6GsFtC3qYpQJLOlt1P,3Kml6GsFtC3qYpQJLOlt1P
Carlos y Alejandra,https://open.spotify.com/artist/198g5ZZS90C4PnJ7E1dVjA,198g5ZZS90C4PnJ7E1dVjA
Leslie Grace,https://open.spotify.com/artist/6BeO1KuAWBqFriL1mLHtNc,6BeO1KuAWBqFriL1mLHtNc
Los Toros Band,https://open.spotify.com/artist/4cBjJBPtvetlysjjojDLUA,4cBjJBPtvetlysjjojDLUA
Luis Miguel Del Amargue,https://open.spotify.com/artist/0tJDMMp9vT1q6zrPih0yFQ,0tJDMMp9vT1q6zrPih0yFQ
Elvis Martinez El Camarón,https://open.spotify.com/artist/0lk9ZWji6LAxpqlfcXMspP,0lk9ZWji6LAxpqlfcXMspP
Andy Andy,https://open.spotify.com/artist/6uEyybDR7K1r88t6iT1oBw,6uEyybDR7K1r88t6iT1oBw
DJ Tronky,https://open.spotify.com/artist/5G3p1Ju6ZzScqAropTMkJG,5G3p1Ju6ZzScqAropTMkJG
Manny Rod,https://open.spotify.com/artist/18tdJvI6qutPImA2Hgdlyv,18tdJvI6qutPImA2Hgdlyv
Johandy,https://open.spotify.com/artist/1CitJ6r1mhjof0XLq0BMHQ,1CitJ6r1mhjof0XLq0BMHQ
DJ Tony Pecino,https://open.spotify.com/artist/0Jc5bLNs5tbmmecIYaURND,0Jc5bLNs5tbmmecIYaURND
Jiory,https://open.spotify.com/artist/4RLGPkFaRFlkPNFzVbcd6k,4RLGPkFaRFlkPNFzVbcd6k
Henry Santos,https://open.spotify.com/artist/1cUfMJtWJXfhTQvYGJQtaF,1cUfMJtWJXfhTQvYGJQtaF
Esme,https://open.spotify.com/artist/51hTX3T6GC1KV9OUeadLs9,51hTX3T6GC1KV9OUeadLs9
Mickey Then,https://open.spotify.com/artist/6Xu0RsSkyZCkBUXDiRvyMT,6Xu0RsSkyZCkBUXDiRvyMT
Vinny Rivera,https://open.spotify.com/artist/16KwTAKkQMkBVS0Fuz2vpt,16KwTAKkQMkBVS0Fuz2vpt
Optimo,https://open.spotify.com/artist/37tpydsl5wICltyf0U7iHM,37tpydsl5wICltyf0U7iHM
Frankie Negrón,https://open.spotify.com/artist/3QPEwHBLL8xX8p8HaT4S16,3QPEwHBLL8xX8p8HaT4S16
Joan Soriano,https://open.spotify.com/artist/6lNQpovRbGoGOWjRHkP8ry,6lNQpovRbGoGOWjRHkP8ry
Ephrem J,https://open.spotify.com/artist/4TtPGFl8psQJgMDEcI5oWZ,4TtPGFl8psQJgMDEcI5oWZ
DJ Manuel Citro,https://open.spotify.com/artist/3CChhOWvwwUSCntaZJ3cs8,3CChhOWvwwUSCntaZJ3cs8
24 Horas,https://open.spotify.com/artist/26tM7QuWssfjMPfOUPaHxY,26tM7QuWssfjMPfOUPaHxY
Krisspy,https://open.spotify.com/artist/5EG8kX3NJR8Az7XKu4Czu7,5EG8kX3NJR8Az7XKu4Czu7
Joel Santos,https://open.spotify.com/artist/7pQKmVxIJROJ9FpYq3cLie,7pQKmVxIJROJ9FpYq3cLie
Jay Ramirez,https://open.spotify.com/artist/1DdkaTtHfuRmJr0FRD8NGB,1DdkaTtHfuRmJr0FRD8NGB
Ramón Torres,https://open.spotify.com/artist/5RFkfo2rjQthfwFslYtlNc,5RFkfo2rjQthfwFslYtlNc
Robin Cariño,https://open.spotify.com/artist/5r3RmHZHtOGzonkZFSYSZ6,5r3RmHZHtOGzonkZFSYSZ6
Chicho Severino,https://open.spotify.com/artist/1wTD4g0RwsDBhGj16YQJeu,1wTD4g0RwsDBhGj16YQJeu
Alexandra,https://open.spotify.com/artist/6sOhwBjVzpiEBAYEWYwDoX,6sOhwBjVzpiEBAYEWYwDoX
Dama,https://open.spotify.com/artist/5YvnPJFWHBBV8SkjvzGWHT,5YvnPJFWHBBV8SkjvzGWHT
Marco Puma,https://open.spotify.com/artist/5zRyKXpHPRHXXdIEwCHWkW,5zRyKXpHPRHXXdIEwCHWkW
Vicky Corbacho,https://open.spotify.com/artist/7kBbhj7hrbWjrEnp5OBY3k,7kBbhj7hrbWjrEnp5OBY3k
Chavi Leons,https://open.spotify.com/artist/2NpvOJUmcKkw4BEVsVbUcx,2NpvOJUmcKkw4BEVsVbUcx
Edwin Jay,https://open.spotify.com/artist/1ljsKXflETc6tKGFOlsZbN,1ljsKXflETc6tKGFOlsZbN
Eladio Romero Santos,https://open.spotify.com/artist/4jicruFbQoP1EpxBf9HMp6,4jicruFbQoP1EpxBf9HMp6
Juan Manuel,https://open.spotify.com/artist/2ytFwBb0KBIUGtnsIyC5mG,2ytFwBb0KBIUGtnsIyC5mG
JFab & Paola Fabre,https://open.spotify.com/artist/1652mfhXA8ApJ7devxmKds,1652mfhXA8ApJ7devxmKds
Jalil Lopez,https://open.spotify.com/artist/1lE4AVltTIHnpsWVdN58jN,1lE4AVltTIHnpsWVdN58jN
Vicente Cifuentes,https://open.spotify.com/artist/3b06h05NjiPizwnTeGybfG,3b06h05NjiPizwnTeGybfG
Dustin Richie,https://open.spotify.com/artist/0RmDR7kGs0uAHOs8dfUUlV,0RmDR7kGs0uAHOs8dfUUlV
Tony Berroa,https://open.spotify.com/artist/3sROTY59xu7crUJ3Tmelgq,3sROTY59xu7crUJ3Tmelgq
Ryan Miles,https://open.spotify.com/artist/0N35WwFBpBKjx9UH5CtZKX,0N35WwFBpBKjx9UH5CtZKX
El Gringo De La Bachata,https://open.spotify.com/artist/6ByP3EiKbSlgvP0tIIXBkH,6ByP3EiKbSlgvP0tIIXBkH
Andy Santiago El Relevo,https://open.spotify.com/artist/4iA7Rp6k6AhAXaUQhNVs1Z,4iA7Rp6k6AhAXaUQhNVs1Z
sP Polanco,https://open.spotify.com/artist/3ZK68DhfWiJTIUZySAywPS,3ZK68DhfWiJTIUZySAywPS
Yenddi,https://open.spotify.com/artist/4pergvNsYlbWJg7TX6ISbp,4pergvNsYlbWJg7TX6ISbp
Junior & Jorge,https://open.spotify.com/artist/08Y8lyLej3SbV3BUILPp2d,08Y8lyLej3SbV3BUILPp2d
Bolivar Peralta,https://open.spotify.com/artist/05BimyoMbuMGEBJjSRDK0a,05BimyoMbuMGEBJjSRDK0a
The Latin Dance Machine,https://open.spotify.com/artist/65tDFkGSE6HgE86soyuDVK,65tDFkGSE6HgE86soyuDVK
Allendi,https://open.spotify.com/artist/4rhFegSWsEQLURjydI2CZD,4rhFegSWsEQLURjydI2CZD
Vena,https://open.spotify.com/artist/6lt3lJcAlHKrDfDZuKscZd,6lt3lJcAlHKrDfDZuKscZd
Chiko Swagg,https://open.spotify.com/artist/0zz9lzzQBgwxEDsYHy0H2n,0zz9lzzQBgwxEDsYHy0H2n
Marino Perez,https://open.spotify.com/artist/4CUaw25QTAfWb6wA0yWPrN,4CUaw25QTAfWb6wA0yWPrN
Adrian Valdez,https://open.spotify.com/artist/0X44vwQwj2RNjeYbhNLgDT,0X44vwQwj2RNjeYbhNLgDT
Domenica,https://open.spotify.com/artist/2Sx37QWa4qXUVVDI67pTvX,2Sx37QWa4qXUVVDI67pTvX
